model,method,dataset,position,layer,seed,K,lambda_k,max_overlap
llama2_7b,CCS,amazon,answer,15,8,4,0.6557123387433286,0.5325595608924746
llama2_7b,CCS,amazon,answer,15,8,8,0.6763749269442246,0.5325595608924746
llama2_7b,CCS,amazon,answer,15,8,16,0.691153073250844,0.5325595608924746
llama2_7b,CCS,amazon,answer,15,8,32,0.7008223176886555,0.5325595608924746
llama2_7b,CCS,amazon,answer,15,8,64,0.7268810074414406,0.5325595608924746
llama2_7b,CCS,amazon,answer,15,8,128,0.7606670708419264,0.5325595608924746
llama2_7b,CCS,amazon,answer,15,9,1,0.029165437224146096,0.029165437224146096
llama2_7b,CCS,amazon,answer,15,9,2,0.5123944691427941,0.5115637489889703
llama2_7b,CCS,amazon,answer,15,9,4,0.6246309978264707,0.5115637489889703
llama2_7b,CCS,amazon,answer,15,9,8,0.644593616922095,0.5115637489889703
llama2_7b,CCS,amazon,answer,15,9,16,0.6587719932150905,0.5115637489889703
llama2_7b,CCS,amazon,answer,15,9,32,0.6678291201457658,0.5115637489889703
llama2_7b,CCS,amazon,answer,15,9,64,0.6931591854032206,0.5115637489889703
llama2_7b,CCS,amazon,answer,15,9,128,0.7279808187703234,0.5115637489889703
llama2_7b,CCS,amazon,answer,15,10,1,0.028131262491668186,0.028131262491668186
llama2_7b,CCS,amazon,answer,15,10,2,0.5060346502738061,0.5052521146401647
llama2_7b,CCS,amazon,answer,15,10,4,0.6312595105203335,0.5052521146401647
llama2_7b,CCS,amazon,answer,15,10,8,0.6487187072640659,0.5052521146401647
llama2_7b,CCS,amazon,answer,15,10,16,0.6650024661000269,0.5052521146401647
llama2_7b,CCS,amazon,answer,15,10,32,0.6787658853603384,0.5052521146401647
llama2_7b,CCS,amazon,answer,15,10,64,0.7016374185158865,0.5052521146401647
llama2_7b,CCS,amazon,answer,15,10,128,0.7285218160305749,0.5052521146401647
llama2_7b,CCS,amazon,answer,15,11,1,0.028176283811321822,0.028176283811321822
llama2_7b,CCS,amazon,answer,15,11,2,0.5131462659249957,0.5123721179605212
llama2_7b,CCS,amazon,answer,15,11,4,0.6406888783562198,0.5123721179605212
llama2_7b,CCS,amazon,answer,15,11,8,0.6589220939972459,0.5123721179605212
llama2_7b,CCS,amazon,answer,15,11,16,0.675738582055405,0.5123721179605212
llama2_7b,CCS,amazon,answer,15,11,32,0.689606001892319,0.5123721179605212
llama2_7b,CCS,amazon,answer,15,11,64,0.7126251275153467,0.5123721179605212
llama2_7b,CCS,amazon,answer,15,11,128,0.7386907826534256,0.5123721179605212
llama2_7b,CCS,amazon,answer,15,12,1,0.02787831320692199,0.02787831320692199
llama2_7b,CCS,amazon,answer,15,12,2,0.5131004884010187,0.51234257177215
llama2_7b,CCS,amazon,answer,15,12,4,0.6353404484717209,0.51234257177215
llama2_7b,CCS,amazon,answer,15,12,8,0.652718579495455,0.51234257177215
llama2_7b,CCS,amazon,answer,15,12,16,0.6662705712484275,0.51234257177215
llama2_7b,CCS,amazon,answer,15,12,32,0.6760527048880994,0.51234257177215
llama2_7b,CCS,amazon,answer,15,12,64,0.7007616033433162,0.51234257177215
llama2_7b,CCS,amazon,answer,15,12,128,0.7306576416224437,0.51234257177215
llama2_7b,CCS,amazon,answer,15,13,1,0.027133116724113077,0.027133116724113077
llama2_7b,CCS,amazon,answer,15,13,2,0.505155190536758,0.5044259712812812
llama2_7b,CCS,amazon,answer,15,13,4,0.6334515561374874,0.5044259712812812
llama2_7b,CCS,amazon,answer,15,13,8,0.6514760301844157,0.5044259712812812
llama2_7b,CCS,amazon,answer,15,13,16,0.668002693967947,0.5044259712812812
llama2_7b,CCS,amazon,answer,15,13,32,0.6823035868276258,0.5044259712812812
llama2_7b,CCS,amazon,answer,15,13,64,0.7059119078388125,0.5044259712812812
llama2_7b,CCS,amazon,answer,15,13,128,0.73225983612724,0.5044259712812812
llama2_7b,CCS,amazon,answer,15,14,1,0.026759196898509027,0.026759196898509027
llama2_7b,CCS,amazon,answer,15,14,2,0.509387671864947,0.5086843280752198
llama2_7b,CCS,amazon,answer,15,14,4,0.6278869203418156,0.5086843280752198
llama2_7b,CCS,amazon,answer,15,14,8,0.6474602225939158,0.5086843280752198
llama2_7b,CCS,amazon,answer,15,14,16,0.6633950304940719,0.5086843280752198
llama2_7b,CCS,amazon,answer,15,14,32,0.6744473899789554,0.5086843280752198
llama2_7b,CCS,amazon,answer,15,14,64,0.6967857368225113,0.5086843280752198
llama2_7b,CCS,amazon,answer,15,14,128,0.7304089864692079,0.5086843280752198
llama2_7b,CCS,amazon,answer,15,15,1,0.02681881116249595,0.02681881116249595
llama2_7b,CCS,amazon,answer,15,15,2,0.513741394888603,0.5130409069361994
llama2_7b,CCS,amazon,answer,15,15,4,0.6355671534214282,0.5130409069361994
llama2_7b,CCS,amazon,answer,15,15,8,0.6535079728444615,0.5130409069361994
llama2_7b,CCS,amazon,answer,15,15,16,0.6677550167674918,0.5130409069361994
llama2_7b,CCS,amazon,answer,15,15,32,0.6776643430095723,0.5130409069361994
llama2_7b,CCS,amazon,answer,15,15,64,0.7027440422896161,0.5130409069361994
llama2_7b,CCS,amazon,answer,15,15,128,0.7333490905235779,0.5130409069361994
llama2_7b,CCS,amazon,answer,15,16,1,0.026582282488260223,0.026582282488260223
llama2_7b,CCS,amazon,answer,15,16,2,0.5212506104054327,0.5205723591449614
llama2_7b,CCS,amazon,answer,15,16,4,0.6407553269316388,0.5205723591449614
llama2_7b,CCS,amazon,answer,15,16,8,0.661084922235762,0.5205723591449614
llama2_7b,CCS,amazon,answer,15,16,16,0.6758243475092681,0.5205723591449614
llama2_7b,CCS,amazon,answer,15,16,32,0.6852029629196168,0.5205723591449614
llama2_7b,CCS,amazon,answer,15,16,64,0.7107441886697579,0.5205723591449614
llama2_7b,CCS,amazon,answer,15,16,128,0.7450414353061228,0.5205723591449614
llama2_7b,CCS,amazon,answer,15,17,1,0.028344199647148925,0.028344199647148925
llama2_7b,CCS,amazon,answer,15,17,2,0.5085305794196779,0.5077400482050592
llama2_7b,CCS,amazon,answer,15,17,4,0.6301061446268955,0.5077400482050592
llama2_7b,CCS,amazon,answer,15,17,8,0.6480379304760768,0.5077400482050592
llama2_7b,CCS,amazon,answer,15,17,16,0.6612812575958091,0.5077400482050592
llama2_7b,CCS,amazon,answer,15,17,32,0.67084402490388,0.5077400482050592
llama2_7b,CCS,amazon,answer,15,17,64,0.6965980807577418,0.5077400482050592
llama2_7b,CCS,amazon,answer,15,17,128,0.7256407725992161,0.5077400482050592
llama2_7b,CCS,amazon,answer,15,18,1,0.02788717943444831,0.02788717943444831
llama2_7b,CCS,amazon,answer,15,18,2,0.5143582714475693,0.5136017295820977
llama2_7b,CCS,amazon,answer,15,18,4,0.6358306459323868,0.5136017295820977
llama2_7b,CCS,amazon,answer,15,18,8,0.6540793622178493,0.5136017295820977
llama2_7b,CCS,amazon,answer,15,18,16,0.6676671752953012,0.5136017295820977
llama2_7b,CCS,amazon,answer,15,18,32,0.6777625045176066,0.5136017295820977
llama2_7b,CCS,amazon,answer,15,18,64,0.702659094635747,0.5136017295820977
llama2_7b,CCS,amazon,answer,15,18,128,0.7319797662888833,0.5136017295820977
llama2_7b,CCS,amazon,answer,15,19,1,0.029139186200741726,0.029139186200741726
llama2_7b,CCS,amazon,answer,15,19,2,0.5127853140258225,0.5119567228859485
llama2_7b,CCS,amazon,answer,15,19,4,0.6326075792988001,0.5119567228859485
llama2_7b,CCS,amazon,answer,15,19,8,0.6521514179778363,0.5119567228859485
llama2_7b,CCS,amazon,answer,15,19,16,0.6677906462698283,0.5119567228859485
llama2_7b,CCS,amazon,answer,15,19,32,0.6792611900103509,0.5119567228859485
llama2_7b,CCS,amazon,answer,15,19,64,0.7028681304605137,0.5119567228859485
llama2_7b,CCS,amazon,answer,15,19,128,0.7365804050845239,0.5119567228859485
llama2_7b,CCS,amazon,answer,15,20,1,0.028141731265370774,0.028141731265370774
llama2_7b,CCS,amazon,answer,15,20,2,0.5191218185802458,0.5183584719935126
llama2_7b,CCS,amazon,answer,15,20,4,0.6346293507367847,0.5183584719935126
llama2_7b,CCS,amazon,answer,15,20,8,0.6542706225158393,0.5183584719935126
llama2_7b,CCS,amazon,answer,15,20,16,0.6682393458611743,0.5183584719935126
llama2_7b,CCS,amazon,answer,15,20,32,0.67701872143867,0.5183584719935126
llama2_7b,CCS,amazon,answer,15,20,64,0.7048905854836156,0.5183584719935126
llama2_7b,CCS,amazon,answer,15,20,128,0.7385548780431237,0.5183584719935126
llama2_7b,CCS,amazon,answer,15,21,1,0.026025763384916415,0.026025763384916415
llama2_7b,CCS,amazon,answer,15,21,2,0.5023447944449877,0.5016701627027557
llama2_7b,CCS,amazon,answer,15,21,4,0.6209370203070304,0.5016701627027557
llama2_7b,CCS,amazon,answer,15,21,8,0.6403553022905863,0.5016701627027557
llama2_7b,CCS,amazon,answer,15,21,16,0.6549696752859211,0.5016701627027557
llama2_7b,CCS,amazon,answer,15,21,32,0.6644524495542639,0.5016701627027557
llama2_7b,CCS,amazon,answer,15,21,64,0.6890160418952302,0.5016701627027557
llama2_7b,CCS,amazon,answer,15,21,128,0.7259850604839636,0.5016701627027557
llama2_7b,CCS,amazon,answer,15,22,1,0.027288390206342907,0.027288390206342907
llama2_7b,CCS,amazon,answer,15,22,2,0.5033241798324345,0.5025838972389975
llama2_7b,CCS,amazon,answer,15,22,4,0.6300442725980333,0.5025838972389975
llama2_7b,CCS,amazon,answer,15,22,8,0.6476728639727748,0.5025838972389975
llama2_7b,CCS,amazon,answer,15,22,16,0.66386972527316,0.5025838972389975
llama2_7b,CCS,amazon,answer,15,22,32,0.6777677154485218,0.5025838972389975
llama2_7b,CCS,amazon,answer,15,22,64,0.7013789078824343,0.5025838972389975
llama2_7b,CCS,amazon,answer,15,22,128,0.7282164280062443,0.5025838972389975
llama2_7b,CCS,amazon,answer,15,23,1,0.028440711478970756,0.028440711478970756
llama2_7b,CCS,amazon,answer,15,23,2,0.509762469391459,0.5089684677174492
llama2_7b,CCS,amazon,answer,15,23,4,0.6378376542604186,0.5089684677174492
llama2_7b,CCS,amazon,answer,15,23,8,0.6558781985043218,0.5089684677174492
llama2_7b,CCS,amazon,answer,15,23,16,0.6722848304257947,0.5089684677174492
llama2_7b,CCS,amazon,answer,15,23,32,0.6864608684039253,0.5089684677174492
llama2_7b,CCS,amazon,answer,15,23,64,0.7088255101223064,0.5089684677174492
llama2_7b,CCS,amazon,answer,15,23,128,0.7363255754435909,0.5089684677174492
llama2_7b,CCS,amazon,answer,15,24,1,0.029370659097639744,0.029370659097639744
llama2_7b,CCS,amazon,answer,15,24,2,0.5141168264745901,0.5132771918256976
llama2_7b,CCS,amazon,answer,15,24,4,0.6432309640497896,0.5132771918256976
llama2_7b,CCS,amazon,answer,15,24,8,0.6610653962093296,0.5132771918256976
llama2_7b,CCS,amazon,answer,15,24,16,0.6785322764674235,0.5132771918256976
llama2_7b,CCS,amazon,answer,15,24,32,0.6925890328802704,0.5132771918256976
llama2_7b,CCS,amazon,answer,15,24,64,0.7161927237700235,0.5132771918256976
llama2_7b,CCS,amazon,answer,15,24,128,0.7427553895575312,0.5132771918256976
llama2_7b,CCS,amazon,answer,15,25,1,0.025854278160687846,0.025854278160687846
llama2_7b,CCS,amazon,answer,15,25,2,0.5130447678671207,0.5123929060170697
llama2_7b,CCS,amazon,answer,15,25,4,0.6360357269382906,0.5123929060170697
llama2_7b,CCS,amazon,answer,15,25,8,0.6542408632852702,0.5123929060170697
llama2_7b,CCS,amazon,answer,15,25,16,0.6676976043243171,0.5123929060170697
llama2_7b,CCS,amazon,answer,15,25,32,0.6778347117476343,0.5123929060170697
llama2_7b,CCS,amazon,answer,15,25,64,0.7039015576089634,0.5123929060170697
llama2_7b,CCS,amazon,answer,15,25,128,0.7332099574134338,0.5123929060170697
llama2_7b,CCS,amazon,answer,15,26,1,0.028395811534391975,0.028395811534391975
llama2_7b,CCS,amazon,answer,15,26,2,0.5236803062975403,0.5229098785557497
llama2_7b,CCS,amazon,answer,15,26,4,0.6404908288215329,0.5229098785557497
llama2_7b,CCS,amazon,answer,15,26,8,0.6608541822458337,0.5229098785557497
llama2_7b,CCS,amazon,answer,15,26,16,0.6751230294925485,0.5229098785557497
llama2_7b,CCS,amazon,answer,15,26,32,0.6834168915351235,0.5229098785557497
llama2_7b,CCS,amazon,answer,15,26,64,0.7107494033229842,0.5229098785557497
llama2_7b,CCS,amazon,answer,15,26,128,0.7413630616580741,0.5229098785557497
llama2_7b,CCS,amazon,answer,15,27,1,0.02727484259822513,0.02727484259822513
llama2_7b,CCS,amazon,answer,15,27,2,0.5226867921132757,0.5219746790898087
llama2_7b,CCS,amazon,answer,15,27,4,0.6413355937561915,0.5219746790898087
llama2_7b,CCS,amazon,answer,15,27,8,0.6616449298897281,0.5219746790898087
llama2_7b,CCS,amazon,answer,15,27,16,0.6760068154615715,0.5219746790898087
llama2_7b,CCS,amazon,answer,15,27,32,0.6856455014168319,0.5219746790898087
llama2_7b,CCS,amazon,answer,15,27,64,0.7127731124709167,0.5219746790898087
llama2_7b,CCS,amazon,answer,15,27,128,0.7449297012998433,0.5219746790898087
llama2_7b,CCS,amazon,answer,15,28,1,0.028545326713412016,0.028545326713412016
llama2_7b,CCS,amazon,answer,15,28,2,0.5243876342737238,0.523610117646725
llama2_7b,CCS,amazon,answer,15,28,4,0.6413556354868983,0.523610117646725
llama2_7b,CCS,amazon,answer,15,28,8,0.661345750462222,0.523610117646725
llama2_7b,CCS,amazon,answer,15,28,16,0.6756147743660582,0.523610117646725
llama2_7b,CCS,amazon,answer,15,28,32,0.6843846205846422,0.523610117646725
llama2_7b,CCS,amazon,answer,15,28,64,0.7118340676531372,0.523610117646725
llama2_7b,CCS,amazon,answer,15,28,128,0.7444108650320997,0.523610117646725
llama2_7b,CCS,amazon,answer,15,29,1,0.027358101960940275,0.027358101960940275
llama2_7b,CCS,amazon,answer,15,29,2,0.5056833735233076,0.5049427774659301
llama2_7b,CCS,amazon,answer,15,29,4,0.630750428954578,0.5049427774659301
llama2_7b,CCS,amazon,answer,15,29,8,0.6479633759195899,0.5049427774659301
llama2_7b,CCS,amazon,answer,15,29,16,0.6649810162359686,0.5049427774659301
llama2_7b,CCS,amazon,answer,15,29,32,0.679411372809069,0.5049427774659301
llama2_7b,CCS,amazon,answer,15,29,64,0.7015188852103931,0.5049427774659301
llama2_7b,CCS,amazon,answer,15,29,128,0.7288824367908626,0.5049427774659301
llama2_7b,CCS,amazon,period,15,0,1,2.866545139671494e-05,2.866545139671494e-05
llama2_7b,CCS,amazon,period,15,0,2,0.003574548337394211,0.0035744333968146533
llama2_7b,CCS,amazon,period,15,0,4,0.12176930315189345,0.11701798520420666
llama2_7b,CCS,amazon,period,15,0,8,0.14616740501685846,0.11701798520420666
llama2_7b,CCS,amazon,period,15,0,16,0.5393044528207788,0.35022439269203764
llama2_7b,CCS,amazon,period,15,0,32,0.6602050678130416,0.35022439269203764
llama2_7b,CCS,amazon,period,15,0,64,0.7111952578872218,0.35022439269203764
llama2_7b,CCS,amazon,period,15,0,128,0.7392835062137498,0.35022439269203764
llama2_7b,CCS,amazon,period,15,1,1,1.478385160521741e-05,1.478385160521741e-05
llama2_7b,CCS,amazon,period,15,1,2,0.0033596353652023373,0.0033596028373678276
llama2_7b,CCS,amazon,period,15,1,4,0.11743592297084961,0.11337179717215747
llama2_7b,CCS,amazon,period,15,1,8,0.14255028768505112,0.11337179717215747
llama2_7b,CCS,amazon,period,15,1,16,0.5279719550868303,0.34000619816674804
llama2_7b,CCS,amazon,period,15,1,32,0.6470884920620645,0.34000619816674804
llama2_7b,CCS,amazon,period,15,1,64,0.7003964906408239,0.34000619816674804
llama2_7b,CCS,amazon,period,15,1,128,0.7348401271945834,0.34000619816674804
llama2_7b,CCS,amazon,period,15,2,1,1.4778457594117088e-05,1.4778457594117088e-05
llama2_7b,CCS,amazon,period,15,2,2,0.0031493981237710657,0.0031493634498424993
llama2_7b,CCS,amazon,period,15,2,4,0.11731385219007298,0.11261108262100192
llama2_7b,CCS,amazon,period,15,2,8,0.14049370575994222,0.11261108262100192
llama2_7b,CCS,amazon,period,15,2,16,0.5206120397220816,0.3365091807527853
llama2_7b,CCS,amazon,period,15,2,32,0.6372543126112362,0.3365091807527853
llama2_7b,CCS,amazon,period,15,2,64,0.6888548415599477,0.3365091807527853
llama2_7b,CCS,amazon,period,15,2,128,0.7173379669354183,0.3365091807527853
llama2_7b,CCS,amazon,period,15,3,1,1.923490035772426e-05,1.923490035772426e-05
llama2_7b,CCS,amazon,period,15,3,2,0.002460097265946453,0.0024600220683004942
llama2_7b,CCS,amazon,period,15,3,4,0.11855079688007451,0.11431594402609623
llama2_7b,CCS,amazon,period,15,3,8,0.14302814278785234,0.11431594402609623
llama2_7b,CCS,amazon,period,15,3,16,0.5263344120003152,0.34002661157510344
llama2_7b,CCS,amazon,period,15,3,32,0.6471838310863637,0.34002661157510344
llama2_7b,CCS,amazon,period,15,3,64,0.7014066311904011,0.34002661157510344
llama2_7b,CCS,amazon,period,15,3,128,0.7349982842773759,0.34002661157510344
llama2_7b,CCS,amazon,period,15,4,1,2.9745443512902647e-05,2.9745443512902647e-05
llama2_7b,CCS,amazon,period,15,4,2,0.00379054714864841,0.003790430436601734
llama2_7b,CCS,amazon,period,15,4,4,0.11883660309320071,0.11405174664884672
llama2_7b,CCS,amazon,period,15,4,8,0.1431708835472027,0.11405174664884672
llama2_7b,CCS,amazon,period,15,4,16,0.5291054505928996,0.34087198024371407
llama2_7b,CCS,amazon,period,15,4,32,0.6503871171418033,0.34087198024371407
llama2_7b,CCS,amazon,period,15,4,64,0.7027800773268151,0.34087198024371407
llama2_7b,CCS,amazon,period,15,4,128,0.7327685946400442,0.34087198024371407
llama2_7b,CCS,amazon,period,15,5,1,1.710807915430181e-05,1.710807915430181e-05
llama2_7b,CCS,amazon,period,15,5,2,0.00314652285257542,0.0031464763427375407
llama2_7b,CCS,amazon,period,15,5,4,0.11882491566899081,0.11462967021477025
llama2_7b,CCS,amazon,period,15,5,8,0.1438906390684641,0.11462967021477025
llama2_7b,CCS,amazon,period,15,5,16,0.5283497257356442,0.339604533820395
llama2_7b,CCS,amazon,period,15,5,32,0.6469834888438345,0.339604533820395
llama2_7b,CCS,amazon,period,15,5,64,0.7029072193070657,0.339604533820395
llama2_7b,CCS,amazon,period,15,5,128,0.7380745901163427,0.339604533820395
llama2_7b,CCS,amazon,period,15,6,1,3.4870240200143124e-05,3.4870240200143124e-05
llama2_7b,CCS,amazon,period,15,6,2,0.0032929447902269983,0.0032927601579573803
llama2_7b,CCS,amazon,period,15,6,4,0.11706908704811904,0.11255551387852891
llama2_7b,CCS,amazon,period,15,6,8,0.1409363813652865,0.11255551387852891
llama2_7b,CCS,amazon,period,15,6,16,0.52467975042445,0.33754894354324005
llama2_7b,CCS,amazon,period,15,6,32,0.6438386525911456,0.33754894354324005
llama2_7b,CCS,amazon,period,15,6,64,0.694908018354322,0.33754894354324005
llama2_7b,CCS,amazon,period,15,6,128,0.7242389918919188,0.33754894354324005
llama2_7b,CCS,amazon,period,15,7,1,2.445067291530803e-05,2.445067291530803e-05
llama2_7b,CCS,amazon,period,15,7,2,0.002701455832511517,0.002701345179647444
llama2_7b,CCS,amazon,period,15,7,4,0.11678348628964737,0.11283074640994362
llama2_7b,CCS,amazon,period,15,7,8,0.14102192479565584,0.11283074640994362
llama2_7b,CCS,amazon,period,15,7,16,0.5237682164625069,0.3369996867233894
llama2_7b,CCS,amazon,period,15,7,32,0.6413477104798223,0.3369996867233894
llama2_7b,CCS,amazon,period,15,7,64,0.6942114182011209,0.3369996867233894
llama2_7b,CCS,amazon,period,15,7,128,0.7280507946100498,0.3369996867233894
llama2_7b,CCS,amazon,period,15,8,1,1.736165282809418e-05,1.736165282809418e-05
llama2_7b,CCS,amazon,period,15,8,2,0.0035219625407384224,0.003521919748003313
llama2_7b,CCS,amazon,period,15,8,4,0.11931335617848414,0.11463688320389694
llama2_7b,CCS,amazon,period,15,8,8,0.14320116234774055,0.11463688320389694
llama2_7b,CCS,amazon,period,15,8,16,0.5278714563918508,0.341126135043018
llama2_7b,CCS,amazon,period,15,8,32,0.6473363087900599,0.341126135043018
llama2_7b,CCS,amazon,period,15,8,64,0.700253730827343,0.341126135043018
llama2_7b,CCS,amazon,period,15,8,128,0.7287865627648702,0.341126135043018
llama2_7b,CCS,amazon,period,15,9,1,1.1385167959601878e-05,1.1385167959601878e-05
llama2_7b,CCS,amazon,period,15,9,2,0.006991264051807486,0.0069912547815142705
llama2_7b,CCS,amazon,period,15,9,4,0.11214986376493573,0.10476194576543227
llama2_7b,CCS,amazon,period,15,9,8,0.14049373917385283,0.10476194576543227
llama2_7b,CCS,amazon,period,15,9,16,0.5133733301879839,0.31899540447736263
llama2_7b,CCS,amazon,period,15,9,32,0.6318010315736268,0.31899540447736263
llama2_7b,CCS,amazon,period,15,9,64,0.6861164885017885,0.31899540447736263
llama2_7b,CCS,amazon,period,15,9,128,0.7296510458429439,0.31899540447736263
llama2_7b,CCS,amazon,period,15,10,1,4.378917801442243e-06,4.378917801442243e-06
llama2_7b,CCS,amazon,period,15,10,2,0.008105995141515233,0.00810599395875345
llama2_7b,CCS,amazon,period,15,10,4,0.1122225154819647,0.10499484639181975
llama2_7b,CCS,amazon,period,15,10,8,0.14124701989447846,0.10499484639181975
llama2_7b,CCS,amazon,period,15,10,16,0.5132797106027571,0.3205951772326149
llama2_7b,CCS,amazon,period,15,10,32,0.631662864555517,0.3205951772326149
llama2_7b,CCS,amazon,period,15,10,64,0.6832691453034634,0.3205951772326149
llama2_7b,CCS,amazon,period,15,10,128,0.724745746574039,0.3205951772326149
llama2_7b,CCS,amazon,period,15,11,1,3.163710492268671e-05,3.163710492268671e-05
llama2_7b,CCS,amazon,period,15,11,2,0.003938353590533955,0.003938226516804717
llama2_7b,CCS,amazon,period,15,11,4,0.1203599277825687,0.11560788284659713
llama2_7b,CCS,amazon,period,15,11,8,0.1444006536415642,0.11560788284659713
llama2_7b,CCS,amazon,period,15,11,16,0.5316214864377838,0.3448350476008566
